scenario,events,split_mode,base_distribution,background,base_info,background_info,event_infos,scenario_group,dataset,length
mean_shift+point_anomaly,"mean_shift,point_anomaly",ood_background,arma,cubic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.37808481]), 'ma_order': 2, 'ma_coefs': array([ 0.12149045, -0.23414684])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(2.0361020566113206), 'cubic_sign': np.int64(-1)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [351], 'shift_magnitudes': [np.float64(3.4351816043192507)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([353]), 'location': 'end', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_background,ma,cubic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([-0.02223352, -0.2570262 , -0.16323688])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(1.8707886508911846), 'cubic_sign': np.int64(-1)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [204], 'shift_magnitudes': [2.7346086614294163], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 7, 'anomaly_indices': array([ 89, 125, 235, 245, 266, 323, 382], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,400
point_anomaly,point_anomaly,ood_background,ar,multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([0.53110889])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [7, 52], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.2058808493223918), np.float64(1.7753587942178712)]}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([351]), 'location': 'end', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,ood_background,400
mean_shift+point_anomaly,"mean_shift,point_anomaly",ood_background,ma,cubic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.85288162])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(2.9660143121103935), 'cubic_sign': np.int64(1)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [76], 'shift_magnitudes': [np.float64(4.925834783887179)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([108]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,400
mean_shift+trend_shift,"mean_shift,trend_shift",ood_background,ar,volatility_background+linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([-0.01691595])}","{'background': 'volatility_background+linear', 'slope': np.float64(0.013064694478962592), 'intercept': 0.34649541761934255, 'seasonal_period': None, 'components': ['volatility_background', 'linear'], 'volatility_kind': 'arch', 'volatility_strength': np.float64(2.1535807891563405), 'volatility_info': {'type': 'volatility', 'subtype': 'ARCH', 'alpha': 0.5635531713071409, 'omega': 0.19288879584752835}}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [236], 'shift_magnitudes': [np.float64(4.394100920176871)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [207], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.013064694478962592), 'intercept': 0.34649541761934255}}]",shift_shift,ood_background,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",ood_background,ar,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([0.64675625, 0.1153286 ])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 24, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(1.9992142753456617), 'quadratic_sign': np.int64(1), 'quadratic_location': 'left', 'seasonal_amplitude': np.float64(2.3857256256982686)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(48), np.int64(168)], 'shift_magnitudes': [2.0421133324427205, 1.7984498488167115], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 8, 'anomaly_indices': array([  2,  35, 103, 152, 174, 230, 322, 381], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,400
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_background,ma,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 2, 'ma_coefs': array([0.76381906, 0.63821202])}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(-0.017897079939665803), 'intercept': 0.05629122758203009, 'seasonal_period': [12, 24], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(2.057200061423502), np.float64(2.237172116724851)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'beginning', 'shift_indices': [np.int64(192), np.int64(240)], 'shift_types': ['magnitude_change', 'direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.017897079939665803), 'intercept': 0.05629122758203009}}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 2, 'anomaly_indices': array([ 83, 173], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,400
trend_shift,trend_shift,ood_background,ar,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([-0.06743758,  0.04082557])}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(0.027440897481968856), 'intercept': 0.21451617951858515, 'seasonal_period': [7, 52], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(1.716988771763142), np.float64(2.1639107207768054)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(217), np.int64(308)], 'shift_types': ['magnitude_change', 'magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.027440897481968856), 'intercept': 0.21451617951858515}}]",single_event,ood_background,400
variance_shift,variance_shift,ood_background,white_noise,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(0.016062963523241696), 'intercept': 0.4444963253380493, 'seasonal_period': [7, 52], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.780543133858699), np.float64(2.127227260410052)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [104], 'shift_magnitudes': [1.8953821986200465], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_background,400
collective_anomaly,collective_anomaly,ood_background,ma,multiple_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.46506651])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [5, 30], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.2058939186398034), np.float64(1.7987185744066798)]}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([59]), 'ends': array([88]), 'lengths': [29], 'magnitudes': [np.float64(3.108909818534024)], 'magnitude_strengths': [1.6121472536883314], 'wrapper_event_label': 'collective_anomaly'}]",single_event,ood_background,400
mean_shift,mean_shift,ood_background,arma,cubic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.6645154]), 'ma_order': 4, 'ma_coefs': array([-0.79069214,  0.12065606,  0.24409954,  0.17083662])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(1.7323721857044414), 'cubic_sign': np.int64(1)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [320], 'shift_magnitudes': [np.float64(4.167845567253487)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_background,400
mean_shift+point_anomaly,"mean_shift,point_anomaly",ood_background,white_noise,cubic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(3.0067573162085575), 'cubic_sign': np.int64(1)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [300], 'shift_magnitudes': [np.float64(8.351069529460032)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 6, 'anomaly_indices': array([ 30,  53, 205, 275, 286, 319], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,400
mean_shift+point_anomaly,"mean_shift,point_anomaly",ood_background,arma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 4, 'ar_coefs': array([ 0.26354951, -0.16367715,  0.63672769, -0.53451481]), 'ma_order': 2, 'ma_coefs': array([-0.77674935,  0.89651516])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.027990565518209234), 'intercept': -0.034645999298479, 'seasonal_period': [12, 52], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(7.863825947811807), np.float64(4.02699296785532)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [87], 'shift_magnitudes': [np.float64(4.501932565651899)], 'wrapper_event_label': 'mean_shift'}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([82]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,400
no_event,none,ood_background,white_noise,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.026881508284964457), 'intercept': 0.09078313297325136, 'seasonal_period': [5, 52], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(5.452818299827067), np.float64(5.431101238442844)]}",[],no_event,ood_background,400
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",ood_background,white_noise,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(0.02342828693980043), 'intercept': -0.11534072841939202, 'seasonal_period': [30, 5], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(2.395468087472106), np.float64(1.5184803627416876)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [76], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.02342828693980043), 'intercept': -0.11534072841939202}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([69]), 'ends': array([91]), 'lengths': [22], 'magnitudes': [np.float64(-2.812722050125398)], 'magnitude_strengths': [1.3104743290938345], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,400
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_background,white_noise,cubic_trend,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(1.2578978341356053), 'cubic_sign': np.int64(1)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [230], 'shift_magnitudes': [2.984661082708344], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([178]), 'ends': array([203]), 'lengths': [25], 'magnitudes': [np.float64(-0.942993627956934)], 'magnitude_strengths': [1.016070457797023], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,400
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_background,white_noise,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(-0.016495143335772962), 'intercept': -0.12533060607770952, 'seasonal_period': [24, 7], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(1.1790251611833198), np.float64(1.7156497366629369)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [209], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.016495143335772962), 'intercept': -0.12533060607770952}}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 6, 'anomaly_indices': array([ 26,  57, 157, 286, 321, 332], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,400
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",ood_background,ma,volatility_background+linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 3, 'ma_coefs': array([ 0.04202769,  0.12748384, -0.19390002])}","{'background': 'volatility_background+linear', 'slope': np.float64(0.013125179757737039), 'intercept': -0.3882535926149121, 'seasonal_period': None, 'components': ['volatility_background', 'linear'], 'volatility_kind': 'arch', 'volatility_strength': np.float64(1.913971797181978), 'volatility_info': {'type': 'volatility', 'subtype': 'ARCH', 'alpha': 0.7836672525490869, 'omega': 0.2890324686509719}}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'beginning', 'shift_indices': [np.int64(131), np.int64(345)], 'shift_types': ['magnitude_change', 'magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.013125179757737039), 'intercept': -0.3882535926149121}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([49]), 'ends': array([71]), 'lengths': [22], 'magnitudes': [np.float64(3.8435231061314568)], 'magnitude_strengths': [1.7105871177404017], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,400
